MSOA21CD,Empty %
E02000002,2.7448322602507624
E02000003,4.402821697883726
E02000004,3.30820770519263
E02000005,3.7410453701247017
E02000007,3.186726362918093
E02000008,3.3235785953177257
E02000009,2.2742935906271535
E02000010,2.5753585016095992
E02000011,5.311871227364185
E02000012,4.0
E02000013,2.1935096153846154
E02000014,5.257270693512305
E02000015,6.2171357871945565
E02000016,5.739732805541811
E02000017,5.466347796378544
E02000018,3.146538807311957
E02000019,3.489771359807461
E02000020,3.766207038485285
E02000021,5.93900481540931
E02000022,4.571818491982259
E02000023,4.926811852909675
E02006799,2.871410736579276
E02000024,3.2850659174411065
E02000025,3.5539531290239506
E02000026,2.561117578579744
E02000027,2.20276008492569
E02000028,3.19798778296802
E02000029,2.473684210526316
E02000030,4.140561154998638
E02000031,5.643788996029495
E02000032,2.104887620406707
E02000033,2.3203802068772714
E02000034,3.832752613240418
E02000035,5.361930294906166
E02000036,3.0704986489805943
E02000037,2.696335078534031
E02000038,4.1636755204594404
E02000039,5.98380851812742
E02000040,8.187287470572848
E02000041,5.078459343794579
E02000042,4.572122193000203
E02000043,3.7545126353790614
E02000044,3.580402010050251
E02000045,2.369888475836431
E02000046,5.389418337167269
E02000047,3.683367650423244
E02000048,4.796336466618462
E02000049,2.6625704045058884
E02000050,3.5389765662362507
E02000051,6.7388096409247416
E02000052,3.7649219467401287
E02000054,5.140485312899106
E02000055,6.30461922596754
E02000056,6.214227309893704
E02000057,6.108989934050677
E02000058,5.555555555555555
E02000059,5.999576001695993
E02000060,6.760847628657921
E02000061,6.880375293197811
E02000062,4.249084249084249
E02000063,5.690515806988353
E02000064,6.46799864544531
E02006953,9.054468285781656
E02006954,4.1731066460587325
E02000065,5.06155950752394
E02000066,6.2879788639365914
E02000067,5.414390881025884
E02000068,7.953890489913545
E02000069,3.666895133653187
E02000070,3.916768665850673
E02000071,3.143149982917663
E02000072,4.385070365082602
E02000073,2.658134383460497
E02000074,2.9648101967303964
E02000075,2.8386300524529466
E02000077,2.4244437064098308
E02000078,2.985553772070626
E02000079,6.15022245485475
E02000080,3.7102473498233217
E02000081,2.7291604865025216
E02000082,2.465287616888637
E02000083,4.324440619621343
E02000084,3.02540415704388
E02000085,3.731577296958294
E02000086,2.721563154221912
E02000087,3.8249782671689365
E02000088,2.262295081967213
E02000089,2.7452293270840307
E02000090,5.456595264937993
E02000091,5.843743383442727
E02000092,3.450729277837069
E02006785,4.312267657992565
E02000093,4.224270353302612
E02000094,6.219578150351541
E02000095,3.981900452488688
E02000096,3.923076923076923
E02000097,3.001277139208174
E02000098,3.523489932885906
E02000099,2.8314457028647566
E02000100,2.655538694992413
E02000101,3.1732418524871355
E02000102,5.365337098482175
E02000103,3.7263626251390436
E02000104,4.43213296398892
E02000105,4.04320987654321
E02000106,5.53213909378293
E02000107,7.211231652839821
E02000108,3.6016949152542375
E02000110,4.180860947661815
E02000111,4.553624925104853
E02000112,8.33770319874148
E02000113,8.154146886344597
E02000114,5.74917323836174
E02000115,6.938775510204081
E02000116,5.846422338568935
E02000117,7.50242954324587
E02000118,5.567195450463933
E02000119,9.357798165137615
E02000120,8.88984324672536
E02000121,4.7031003678402525
E02000122,5.133593515460823
E02000123,9.980494148244473
E02000124,8.67178924259056
E02000125,5.583513060148574
E02000126,9.63375796178344
E02006955,34.71452662009155
E02006956,19.297680412371133
E02000127,3.83248730964467
E02000128,3.52755905511811
E02000130,4.36145207626012
E02000131,5.852842809364549
E02000132,6.383784807728737
E02000133,4.501323918799647
E02000134,6.2112900371615645
E02000135,7.075570441699812
E02000136,4.376823676531888
E02000137,5.184420944028888
E02000138,5.437514279186657
E02000139,4.638432728320368
E02000140,4.109195402298851
E02000141,6.303030303030303
E02000142,4.374307862679956
E02000144,6.484493602255476
E02000145,3.6732456140350878
E02000146,4.5830380344909045
E02000147,4.0606060606060606
E02000148,4.86429326753613
E02000149,3.83601756954612
E02000150,3.290903446134741
E02000151,2.780503761858031
E02000152,3.61145703611457
E02000153,2.327935222672065
E02000154,4.643714971977582
E02000155,2.9993618379068283
E02000156,3.6846275752773376
E02000157,2.814814814814815
E02000158,3.068072866730585
E02000159,4.792440094498819
E02000160,2.9665071770334928
E02000161,2.7050610820244327
E02000162,3.7337662337662336
E02000163,3.3396345305608066
E02000165,2.663352272727273
E02006782,4.280155642023346
E02006787,3.2853566958698375
E02006789,4.8788809280109176
E02000166,9.345794392523365
E02000167,14.100279969457878
E02000168,8.98671529044022
E02000169,16.17280531708668
E02000170,12.686002522068096
E02000171,9.387755102040817
E02000172,9.058134294727354
E02000173,15.732499398604762
E02000174,9.042008196721312
E02000175,10.768275005177056
E02000176,13.74353076480736
E02000177,8.923230309072782
E02000178,11.88663282571912
E02000179,16.151315789473685
E02000180,11.907746302331411
E02000181,9.510016895969105
E02000182,16.017433941705256
E02000183,14.977662826240302
E02000184,10.977701543739279
E02000185,10.152284263959391
E02000186,19.518204215713112
E02000187,13.485947416137806
E02000188,11.892417368762151
E02000191,29.860186418109187
E02000192,16.554145287604644
E02000193,35.22774759715838
E02007115,19.852941176470587
E02000001,32.896353953297826
E02000194,7.341269841269841
E02000195,4.379961675335341
E02000196,4.482173174872665
E02000197,6.087202718006795
E02000198,7.258278145695364
E02000199,5.537555228276878
E02000200,5.99294947121034
E02000201,9.349786426198387
E02000202,5.4188726253503585
E02000203,7.0661896243291595
E02000204,5.532786885245901
E02000206,5.481481481481482
E02000207,6.068601583113456
E02000208,7.368896925858952
E02000209,5.023255813953488
E02000210,3.9843967679019223
E02000211,3.57456782888954
E02000212,5.366985784740354
E02000213,6.03418207185211
E02000214,4.517453798767967
E02000215,6.594383220760753
E02000216,5.523442517662171
E02000217,8.675882138959622
E02000218,4.158173664900122
E02000219,3.92914653784219
E02000221,5.4528212422949265
E02000222,5.947763123868632
E02000223,3.6627505183137528
E02000224,7.152994606869146
E02000225,3.1341107871720117
E02000226,3.202227636616777
E02000227,3.337330135891287
E02000228,2.8109854604200324
E02000229,7.679603633360859
E02000230,8.380251190991771
E02000231,5.462040535898317
E02000232,4.0923824959481365
E02000233,5.148514851485149
E02000234,5.679513184584178
E02000235,3.4532897128316975
E02000236,2.877275396359366
E02000237,4.290220820189274
E02006788,4.5514511873350925
E02006987,9.858172518019066
E02006988,9.29786066922655
E02000238,8.208405013516835
E02000239,5.08749189889825
E02000240,3.4918276374442794
E02000241,3.8817005545286505
E02000242,4.5765611633875105
E02000243,3.6968576709796674
E02000244,4.4227642276422765
E02000245,3.8704128440366974
E02000246,3.5164835164835164
E02000247,3.543990086741016
E02000248,10.699342498505679
E02000249,3.955174686882004
E02000250,3.709311127933384
E02000251,4.43609022556391
E02000252,5.079638398622471
E02000253,3.151790216843167
E02000254,3.9410681399631677
E02000255,3.166496424923391
E02000256,4.910292728989613
E02000258,6.096681096681096
E02000259,3.150242326332795
E02000260,8.169389796598866
E02000261,6.005665722379604
E02000262,8.8894019856846
E02000263,8.276729559748428
E02000264,6.120826709062003
E02000265,5.660753438309746
E02000266,9.838472834067547
E02000267,4.110813226094727
E02000268,5.247670426679745
E02000269,5.595204110762204
E02000270,8.553654743390357
E02000271,5.7314756174794175
E02000272,4.152510381275953
E02000275,12.68129416139829
E02000276,5.285118219749652
E02006791,5.325281361515235
E02006968,7.291666666666667
E02006969,12.752858399296395
E02006970,8.438628158844764
E02006971,6.2025316455696204
E02000277,4.122582998905509
E02000278,4.214449541284404
E02000279,7.241813602015113
E02000280,4.77520245741413
E02000281,6.578947368421052
E02000282,5.142231947483588
E02000283,4.175222450376454
E02000284,5.0144394854292464
E02000285,2.4970273483947683
E02000286,6.560821853840766
E02000287,8.9755788138281
E02000288,4.926108374384237
E02000289,2.3732904263877717
E02000290,7.63302752293578
E02000291,5.768393556813234
E02000292,3.9817056766209307
E02000293,3.1869413136416633
E02000294,3.712948517940718
E02000295,3.402537485582468
E02000296,7.147782119053091
E02000297,3.9524599226091763
E02000298,3.504894221660878
E02000299,7.3981016192071465
E02000300,6.662515566625156
E02000301,8.022710441866206
E02000302,4.184615384615385
E02000303,8.289676425269645
E02000304,4.243421052631579
E02000305,6.853750674581759
E02000306,4.549283909014322
E02000307,4.7578347578347575
E02000308,7.144915010083549
E02000309,6.299952985425482
E02000311,5.437044745057232
E02000312,7.643312101910828
E02006793,5.201342281879195
E02000313,1.926709482432943
E02000314,3.57066950053135
E02000315,4.514363885088919
E02000317,8.436080467229072
E02000318,4.02036987402841
E02000319,4.92479378942261
E02000320,3.474320241691843
E02000321,4.725168756027001
E02000323,5.54575739760925
E02000324,4.578877005347594
E02000326,4.209864907320139
E02000327,10.465511382942575
E02000328,7.271010387157696
E02000329,2.724042637189104
E02000331,4.7746941211578635
E02000332,5.453972257250946
E02000333,7.6528978546269615
E02000334,4.434423149192033
E02000335,3.031437125748503
E02000337,2.559241706161137
E02000339,3.824730783512811
E02000340,5.862176488930465
E02000341,4.295476732834364
E02000342,4.0196882690730105
E02000343,3.403797921891795
E02000344,3.622047244094488
E02006786,4.201400466822274
E02006927,5.4119397433513114
E02006928,6.59691434651534
E02006930,8.168585704975015
E02006931,6.744868035190616
E02006991,9.667504889633976
E02006992,9.333654077459707
E02006993,12.433606953162723
E02006994,8.011204481792717
E02000345,14.610817941952506
E02000346,13.009198423127463
E02000347,13.732041430003342
E02000348,12.254111576910674
E02000350,7.991038088125467
E02000351,7.422815852857456
E02000352,5.9523809523809526
E02000353,8.627678054429646
E02000354,7.57645968489342
E02000355,11.984171848501978
E02000356,6.3341493268053854
E02000357,4.893393918210416
E02000358,8.21265243902439
E02000359,6.779011872845653
E02000360,6.551059730250482
E02000361,9.20533070088845
E02000362,6.779661016949152
E02000363,3.9567567567567568
E02000364,8.094170403587444
E02000366,5.423457119957254
E02000367,7.1370804690659115
E02000368,4.593477262287552
E02000369,7.3883161512027495
E02000370,8.587130753377604
E02006918,8.22473211699971
E02006921,9.698345767109958
E02007108,9.496124031007753
E02007109,9.828009828009828
E02007110,15.104824450618842
E02007111,19.78366068886991
E02000372,15.34934497816594
E02000373,4.337985665786496
E02000374,6.359414076455877
E02000375,13.62962962962963
E02000376,12.029867256637168
E02000377,11.45940390544707
E02000378,12.090884500946714
E02000379,7.398568019093079
E02000380,11.359602413915512
E02000381,13.38544211040547
E02000382,12.361681947518179
E02000383,15.841178878428162
E02000384,11.051401869158878
E02000385,13.75453446191052
E02000386,14.044943820224718
E02000387,9.368421052631579
E02000388,14.695562435500516
E02000389,12.615823235923022
E02000390,9.787657597876576
E02000391,12.302754747258625
E02000392,9.174724533393299
E02000393,9.036568213783404
E02000394,23.700842696629213
E02000395,13.941368078175897
E02000396,10.06820396232543
E02000397,5.649103747963063
E02000398,8.603174603174603
E02000400,3.8793103448275863
E02000401,4.620716211012707
E02000402,4.713275726630008
E02000403,7.428040854224698
E02000404,6.128918633321592
E02000405,3.9032006245121
E02000406,6.116539992761491
E02000407,9.53957267529341
E02000408,5.690034580320654
E02000409,6.145915939730373
E02000410,7.436260623229462
E02000411,6.4393939393939394
E02000412,8.335994889811563
E02000413,4.168012924071083
E02000414,8.641560188298588
E02000415,6.06160980457105
E02000416,5.42953667953668
E02000417,8.173076923076923
E02000418,5.3984575835475574
E02000419,8.692384769539078
E02000420,10.851505711318795
E02000421,7.644810349897089
E02000422,7.793037368252954
E02000423,5.4493984430290165
E02000424,6.955708047411104
E02000425,9.547738693467336
E02000426,8.67686170212766
E02000427,7.184466019417476
E02000428,7.477820025348542
E02000429,7.988505747126437
E02000430,10.174177495161736
E02000431,11.970306217135787
E02000432,8.49673202614379
E02006794,7.434834123222749
E02000433,11.116687578419072
E02000434,5.677988073632357
E02000435,4.94077834179357
E02000436,3.8135593220338984
E02000437,3.8605230386052303
E02000438,3.6990199177995575
E02000439,8.645801053610164
E02000440,3.6581520025228635
E02000441,5.061141304347826
E02000442,4.030226700251889
E02000443,5.085653104925053
E02000444,3.5056017347307553
E02000445,5.257936507936508
E02000447,2.9359745313052708
E02000448,5.771857923497268
E02000449,3.2542113323124044
E02000451,3.919141914191419
E02000452,7.77659005879209
E02000453,6.0456508328192475
E02000454,2.81093569503273
E02000455,11.131864026895778
E02000456,3.0
E02000457,7.104023196810439
E02000459,5.160932297447281
E02000460,4.771293375394322
E02000461,7.556037599421547
E02000462,5.186721991701245
E02000463,2.4440619621342514
E02006795,3.15018315018315
E02006882,4.579986976340352
E02000464,5.52449852022361
E02000465,4.168952276467362
E02000466,3.741596024554224
E02000467,5.860403863037752
E02000468,3.942978465271459
E02000469,4.154829545454546
E02000470,4.594781805587624
E02000471,3.2226241367971062
E02000472,3.896457765667575
E02000473,4.009546539379475
E02000474,5.537720706260032
E02000475,6.71694555738864
E02000476,9.778637438211906
E02000477,3.7325038880248833
E02000478,4.188948306595365
E02000479,7.7428780131482835
E02000480,5.877934272300469
E02000481,4.1629760850310005
E02000482,3.6275243081525805
E02000483,5.625
E02000484,3.6433649289099526
E02000485,3.9444444444444446
E02000486,3.9511725024092517
E02000487,3.8850799869409074
E02000488,3.3664636101314525
E02000489,4.482859654263112
E02000490,3.700387943897344
E02000491,6.203769983297542
E02000492,4.822335025380711
E02000493,5.844645550527903
E02000494,5.379188712522046
E02000495,6.920415224913495
E02000496,3.699211643420255
E02000497,4.0010392309690825
E02000498,3.723986856516977
E02000499,4.49936628643853
E02000500,4.918032786885246
E02000501,3.7341958247574243
E02000502,4.253589813058792
E02000503,2.719665271966527
E02000504,4.102395799146701
E02000506,6.453694740238786
E02000507,3.8328729281767955
E02000508,7.30457069628364
E02000509,10.685219217642425
E02000510,4.622586307782329
E02000511,3.0321046373365044
E02000512,4.665438919582566
E02000513,3.8795599305153443
E02000514,3.7821482602118004
E02000515,7.525951557093426
E02000516,3.9536468984321744
E02000517,3.935185185185185
E02000518,4.420206659012629
E02000519,4.30379746835443
E02000520,9.1557911908646
E02000521,5.411866985437948
E02000522,5.701161848149149
E02000523,6.688624271598682
E02000524,9.623287671232877
E02000525,6.191687871077184
E02006796,4.176706827309237
E02000526,7.303946694003075
E02000529,3.311047437121936
E02000530,3.3794162826420893
E02000531,7.478912839737582
E02000532,5.959123368628417
E02000533,5.940846506884243
E02000534,4.30484693877551
E02000535,3.219575016097875
E02000536,3.3353186420488385
E02000537,3.1882280809319434
E02000538,4.209183673469388
E02000539,3.2673065141923625
E02000540,7.94009027492819
E02000541,3.357879234167894
E02000542,5.159587233021358
E02000543,6.227246598965319
E02000544,2.793481875623545
E02000545,4.211663066954643
E02000546,2.7717893440098553
E02000547,2.9233870967741935
E02000548,2.867570385818561
E02000549,5.118659841786878
E02000550,3.1266284523189163
E02000551,2.7619589977220955
E02000552,2.4956471271038887
E02000553,3.34696913350688
E02006792,7.0163640439363375
E02006972,12.288613303269448
E02006973,5.718623481781377
E02000554,7.509359171988549
E02000555,6.232558139534884
E02000556,8.858195211786372
E02000557,9.845349597037682
E02000558,7.069046500704556
E02000559,6.501403180542563
E02000560,11.968800430338892
E02000561,6.540396567031666
E02000562,9.071949947862356
E02000563,7.21327242125511
E02000564,9.565633982753114
E02000565,7.830213551278671
E02000566,7.516261141893519
E02000567,8.42065868263473
E02000568,6.320224719101123
E02000569,9.478859390363816
E02000570,10.738255033557047
E02000571,6.784260515603799
E02000572,7.62978500262192
E02000573,14.375217542638357
E02000574,15.928171641791044
E02000575,16.585995482413683
E02000576,15.387245683022739
E02000577,10.183875530410184
E02000578,6.857603872529245
E02000579,10.307583939891993
E02000580,15.505189578479136
E02000581,9.03323262839879
E02000582,21.789045682850993
E02000583,18.07197268190176
E02000584,27.555458895171814
E02000585,22.22732491389208
E02000586,37.65138408304498
E02000587,25.796959293771458
E02000588,46.514861811228926
E02000589,28.235294117647058
E02000590,34.96264674493063
E02000591,28.407333775127015
E02000592,34.78760045924225
E02000593,19.98262380538662
E02000594,32.61070110701107
E02000595,29.090482887951243
E02000596,23.91681109185442
E02000597,17.072495849474265
E02000598,3.9767216294859358
E02000599,7.249802994483845
E02000600,5.246913580246914
E02000601,8.25462788061957
E02000602,7.557077625570776
E02000603,3.5282587389741913
E02000604,3.9665407447382623
E02000605,3.5603715170278636
E02000606,7.213114754098361
E02000607,3.2221805919820157
E02000608,5.232396326189813
E02000609,2.871322226160936
E02000610,5.029440628066732
E02000611,2.535832414553473
E02000612,2.9309801449732116
E02000613,4.287856071964018
E02000614,4.635387224420577
E02000615,2.5065963060686016
E02000616,2.6872964169381106
E02000617,2.2222222222222223
E02000619,9.710467706013363
E02000620,13.964386129334583
E02000621,17.315898141775637
E02000622,5.3659807241469135
E02000623,6.408094435075886
E02000624,4.918762519474739
E02000625,5.825483391175013
E02000626,4.486291885904182
E02000627,6.182602444284687
E02000628,5.063559322033898
E02000629,8.161865569272976
E02000630,7.768817204301075
E02000631,8.514803034010276
E02000632,6.292629262926293
E02000633,5.913084777962479
E02000634,6.4700571772494735
E02000635,4.11413404114134
E02000636,8.9807976366322
E02000637,8.768472906403941
E02000638,6.1257142857142854
E02000639,9.033203125
E02000640,5.794947994056463
E02000641,6.274184632393587
E02000642,4.816251997260899
E02000643,6.0476190476190474
E02000644,6.549051055867415
E02000645,7.070707070707071
E02000646,4.967129291453616
E02000647,6.2979189485213585
E02000648,5.847607796810395
E02000649,5.5891776432894265
E02000650,9.649848359525778
E02000651,5.922120064899946
E02000652,4.71733433171097
E02006801,27.215686274509803
E02000653,7.3503675183759185
E02000654,7.676508344030808
E02000655,6.266074351180734
E02000657,10.442398383112508
E02000658,8.154050464807437
E02000659,6.7175974710221285
E02000660,7.688364941055869
E02000661,8.064028994261552
E02000662,5.493562231759657
E02000663,7.269736842105263
E02000665,5.610834715312327
E02000666,6.239286938635584
E02000667,6.412157153446998
E02000668,4.776847977684798
E02000669,8.84297520661157
E02000670,8.724171859626107
E02000671,5.901890648952478
E02000672,8.019281332164768
E02000673,6.402357353335119
E02000674,5.41460396039604
E02000675,5.368013281682346
E02000676,6.369239800410918
E02000677,8.641548565502939
E02000678,4.107077374404107
E02000679,4.795486600846262
E02000680,8.997188378631678
E02000681,5.685336335491134
E02000682,5.823822066139889
E02000683,6.3595737366792715
E02000685,6.782892944701716
E02000686,5.612403100775194
E02000687,7.49665327978581
E02006783,3.306613226452906
E02006784,4.927007299270073
E02006798,7.771260997067449
E02007008,11.040481766477082
E02007009,7.665585919407133
E02000689,5.8445040214477215
E02000690,8.81508815088151
E02000691,6.067344345616264
E02000692,11.199601791936287
E02000693,7.509710832973673
E02000694,6.671536401266131
E02000695,5.400192864030858
E02000696,4.9970947123765255
E02000697,7.422368088866448
E02000698,8.323732718894009
E02000699,6.371986222732492
E02000700,4.553215708594195
E02000701,4.624808575803981
E02000702,5.50098231827112
E02000703,4.455284552845528
E02000704,6.422018348623853
E02000705,4.940530649588289
E02000706,4.148590021691974
E02000707,3.2729805013927575
E02000708,4.40270032286469
E02000709,3.0077728962487327
E02000710,4.6853340726365404
E02000711,4.504006631666206
E02000712,3.1587933978372225
E02000713,2.4827586206896552
E02000714,5.329041487839771
E02000715,6.517857142857143
E02000716,5.111294311624072
E02000717,6.700428515777172
E02000718,4.506802721088436
E02000719,7.4396135265700485
E02000720,7.575097953852851
E02000721,8.509933774834437
E02000722,6.857142857142857
E02000723,4.855337545726638
E02000724,4.810221721157459
E02000725,7.797001153402538
E02000727,5.720164609053498
E02000728,4.054054054054054
E02000729,5.170185264971995
E02000730,5.908256880733945
E02000731,7.934926958831341
E02000732,4.6084546084546085
E02000733,6.71339983823133
E02000734,4.916158536585366
E02000735,5.444839857651245
E02000736,3.812636165577342
E02000737,4.545454545454546
E02000738,4.621704895583704
E02000739,5.021080873898045
E02000740,7.07635009310987
E02000741,4.72636815920398
E02000742,4.962406015037594
E02000743,7.8784757981462405
E02000744,4.835479256080115
E02000745,6.1969993476842795
E02000746,7.971800433839479
E02000747,12.58023106546855
E02000748,3.5776614310645725
E02000749,3.951543120853764
E02006995,15.061663605352926
E02006996,16.18895966029724
E02006997,12.709572742022715
E02006998,8.473413379073756
E02006999,17.61345086516487
E02000751,3.079274950862634
E02000752,2.536556251865115
E02000753,2.520677432059866
E02000754,2.998500749625187
E02000755,2.365015618027666
E02000756,2.6666666666666665
E02000757,2.81478701444924
E02000758,2.8104026845637584
E02000759,3.253012048192771
E02000760,2.37741456166419
E02000762,3.219871205151794
E02000763,2.6425066062665157
E02000764,3.713004484304933
E02000765,2.92
E02000767,2.1208907741251326
E02000768,3.7182852143482066
E02000770,3.564509879891515
E02000772,4.656402553511078
E02000773,2.567313713212273
E02000774,2.7294303797468356
E02000776,4.974897307165678
E02000777,2.678945165341147
E02000779,8.780006576783952
E02000781,2.8527540048277373
E02000782,6.727509778357236
E02000783,3.8636363636363638
E02006800,3.299057412167952
E02006924,5.816091954022989
E02006925,2.1271622253389433
E02007017,3.056921995783556
E02007018,3.0651340996168583
E02007019,6.702828361100349
E02007020,2.75
E02000784,7.11585501445408
E02000785,7.5505218743060185
E02000786,5.648854961832061
E02000787,5.996729056878067
E02000788,5.006553079947575
E02000789,8.117723156532989
E02000790,5.094869992972593
E02000791,13.187134502923977
E02000792,6.876876876876877
E02000793,3.776481424623887
E02000794,4.829251466022766
E02000795,5.4399415845198975
E02000796,2.8076171875
E02000797,6.508875739644971
E02000798,2.9398563734290843
E02000799,4.500978473581213
E02000800,3.188145487202515
E02000801,10.178571428571429
E02000802,4.308681672025723
E02000803,2.8700189753320684
E02000804,5.007496251874063
E02000805,6.306852637962401
E02000806,3.886127428829643
E02000807,10.302593659942364
E02000808,21.458437865863857
E02000810,5.535119985987038
E02000812,9.014254165830154
E02000813,6.370091896407686
E02000814,8.532695374800637
E02000815,9.944289693593316
E02000816,5.252340717058689
E02000817,3.3696729435084243
E02000818,8.032786885245901
E02000819,4.58814059565334
E02000820,6.769570011025358
E02000821,5.431502715751358
E02000822,5.644338660319619
E02000823,6.724845995893224
E02000824,4.700854700854701
E02000825,4.091693369484841
E02000826,4.214285714285714
E02000827,4.618893746436039
E02000828,8.638211382113822
E02000829,5.2389522095580885
E02000830,6.9451309935739
E02000831,7.718579234972678
E02000832,5.986238532110092
E02000833,3.3322754681053635
E02000834,6.6454255803368225
E02000835,4.569807752915223
E02000836,6.761665269628388
E02000837,6.500445235975067
E02000838,5.6717135304013455
E02000839,6.208971553610503
E02006802,14.201698976257896
E02006941,24.353775975671567
E02006942,11.216679862760623
E02000840,2.332771219786397
E02000841,2.880658436213992
E02000842,3.5539615259210957
E02000843,5.90876861262113
E02000844,2.3672230652503794
E02000845,3.5017375033413525
E02000846,2.8919860627177703
E02000847,3.0789473684210527
E02000848,2.5117213663764235
E02000849,2.37023702370237
E02000850,2.03544061302682
E02000851,6.287202380952381
E02000852,3.0727923627684963
E02000853,2.3461304082876295
E02000854,2.7725267800882167
E02000855,2.4612579762989975
E02000856,2.4890941750064153
E02000857,4.069630675135262
E02000858,3.0755711775043935
E02000859,4.975530179445351
E02000860,5.266789328426863
E02000861,2.019164955509925
E02000863,1.9036046982584043
E02006836,3.7170263788968825
E02000864,4.543593941874744
E02000865,5.270049099836334
E02000866,4.440865163368615
E02000867,8.765686458138228
E02000868,7.133333333333334
E02000869,8.117946851110302
E02000870,5.3927315357561545
E02000871,6.294326241134752
E02000872,11.823204419889503
E02000873,6.402048655569782
E02000874,5.996275605214152
E02000875,5.9792669381710475
E02000876,8.316831683168317
E02000877,4.416342412451362
E02000878,15.161767815605836
E02000879,5.133789670192906
E02000880,10.37328094302554
E02000881,8.65133917990045
E02000882,3.321501014198783
E02000883,8.098271155595997
E02000884,18.084254364888675
E02000885,7.361487795428129
E02000886,9.319421389613469
E02000887,8.313980492336276
E02000888,11.693442191203582
E02000889,14.082599864590385
E02000890,16.709881878421204
E02000893,7.8346699568167795
E02000894,8.825331971399388
E02006853,13.639479095270733
E02006854,27.86751175628706
E02007112,18.55986603404968
E02007113,21.550275977921768
E02007114,11.28985083357707
E02000895,3.5588235294117645
E02000896,4.3163672654690615
E02000897,2.460202604920405
E02000898,3.727081454764052
E02000899,3.497757847533632
E02000900,3.7059913526868438
E02000901,2.4575627058525464
E02000902,2.737074923970141
E02000903,3.614122880177926
E02000904,3.777089783281734
E02000905,3.891977760127085
E02000906,4.199683042789223
E02000907,4.909983633387888
E02000908,8.200455580865604
E02000909,4.137560451370231
E02000910,4.819537497298466
E02000911,5.515494055739622
E02000912,3.681885125184094
E02000913,4.270353302611367
E02000914,5.428571428571429
E02000915,5.606670500287522
E02000916,6.591602158104621
E02000917,5.36964980544747
E02000918,7.493890849850665
E02000919,5.831230726100364
E02000920,4.79161467431994
E02000921,6.9036697247706424
E02000922,7.1519795657726695
E02000923,16.550396920856386
E02000925,9.05895078420768
E02000926,15.161241020938407
E02000927,5.662580268534734
E02000928,6.081081081081081
E02000929,7.1959638874137015
E02000930,8.306434258661502
E02000931,5.554050392847467
E02000932,13.720355012367234
E02000933,7.051585423568386
E02000934,7.739665787159191
E02000935,5.6954668733049205
E02000936,9.314841647691988
E02000937,6.489234449760765
E02000938,6.276962899050906
E02000939,6.030483764082174
E02000940,5.748154775218072
E02000941,5.289672544080605
E02000942,5.24093392945852
E02000943,8.919177427068389
E02000944,6.292572169964321
E02000945,5.576462538487855
E02000946,5.245501677340653
E02000947,4.669260700389105
E02000948,7.182203389830509
E02000949,6.7529050646787985
E02000950,7.419547079856972
E02000951,7.503276539973788
E02000952,6.1440677966101696
E02000953,5.949589683470106
E02000954,5.660377358490566
E02000955,5.874076679563841
E02000956,8.48173860549351
E02000957,6.314897223988133
E02000958,5.4457050243111835
E02000959,4.901960784313726
E02007083,33.045180231609855
E02007084,8.539823008849558
E02000960,22.160044767767207
E02000961,11.449717022202874
E02000962,20.432989690721648
E02000963,6.065424806905952
E02000964,8.111816155033441
E02000965,12.740847784200385
E02000966,16.38544419597479
E02000967,34.49250163008042
E02000968,13.41143826113766
E02000969,9.905546137079195
E02000970,46.54135338345865
E02000971,31.893079458073966
E02000972,33.84615384615385
E02000973,18.83248730964467
E02000974,40.18031555221638
E02000975,25.814634146341465
E02000976,26.713043478260868
E02000977,50.964423489069866
E02000978,52.90509456466178
E02000979,30.02494654312188
E02000980,22.355898725085293
E02000981,21.94892977844536
E02000982,24.121594946703514
E02000983,23.932834311147076
